@relation jEdit.3.2.1
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
3,1,0,5,20,1,1,4,1,0.5,101,1,2,0,0.5,0,0,31.666666,7,2.6666667,0
5,1,0,9,14,0,8,2,0,0,82,1,0,0,0.46666667,0,0,15.2,4,2,0
5,6,0,10,33,4,4,8,2,0.6666667,152,1,2,0.99389315,0.4,1,1,28.8,1,0.8,1
3,6,0,3,13,3,1,2,3,2,45,0,0,0.9973822,0.5,2,2,14,1,0.6666667,0
6,1,0,8,23,3,4,4,5,0.68,128,0,1,0,0.45833334,0,0,19.5,2,1.3333334,1
3,1,0,4,11,1,1,4,1,0.5,43,1,1,0,0.8333333,0,0,13,3,1.3333334,0
4,2,0,1,11,6,1,1,0,2,93,0,0,0.78571427,0.5714286,1,2,22.25,5,1.75,0
2,1,0,6,11,0,1,6,1,0,38,1,2,0,0.6666667,0,0,17,3,1.5,0
2,1,0,19,3,0,19,0,2,1.2222222,35,0,0,0,0.6,0,0,12,1,0.5,0
21,6,0,17,83,64,13,7,9,0.69166666,589,1,1,0.9789864,0.2244898,3,7,26.761906,13,2.7619047,2
4,1,0,2,7,0,1,1,3,0.22222222,62,1,0,0,0.6666667,0,0,13.75,3,1.75,0
2,1,0,5,4,0,4,2,2,0.75,25,0,0,0,0.6666667,0,0,9.5,1,0.5,0
9,1,2,9,24,6,4,7,8,0.375,174,1,0,0,0.2962963,0,0,18.222221,6,1.8888888,0
7,2,0,16,17,19,8,8,6,0.33333334,53,0,0,0.75,0.45714286,1,1,6.428571,1,0.85714287,0
2,2,0,4,3,1,1,3,1,2,6,0,0,0.9,0.75,0,0,2,1,0.5,0
3,2,0,14,10,3,5,9,2,2,63,0,0,0.9,0.6,1,1,20,1,0.6666667,0
2,1,0,2,2,1,2,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,5,0,2,29,8,1,2,2,0.75,190,1,1,0.995,0.44,2,7,36.4,5,3.2,0
3,1,0,8,21,1,1,8,1,0.5,136,1,2,0,0.53333336,0,0,43,9,3.3333333,0
1,7,6,8,21,0,7,2,1,2,93,0,0,1,1,0,0,92,0,0,0
3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.7777778,0.44444445,1,2,22.333334,6,2.3333333,0
22,1,0,12,51,129,11,6,9,0.8730159,593,0.8,5,0,0.14090909,0,0,25.272728,11,2.6818182,1
2,3,0,5,4,1,1,4,2,2,10,0,0,0.85714287,0.75,0,0,4,1,0.5,0
2,2,0,10,7,1,1,9,1,1,79,0,0,0.94736844,0.625,1,1,38,1,0.5,0
2,1,0,1,8,0,1,1,1,0,29,1,1,0,0.6666667,0,0,13,3,1.5,0
6,3,0,14,14,5,11,5,5,0.92727274,81,0.18181819,1,0.6,0.4,1,1,10.666667,1,0.6666667,0
3,1,0,6,16,0,1,6,2,0,46,1,1,0,0.5555556,0,0,14,2,1,0
3,6,0,4,34,1,1,3,1,0.5,370,1,0,0.99698794,1,2,4,118,5,2.6666667,0
2,1,0,3,10,0,2,2,0,0.4,86,0.2,1,0,0.6666667,0,0,39.5,1,0.5,0
2,1,0,12,2,1,12,0,2,2,3,0,0,0,1,0,0,0,1,1,0
2,1,0,4,7,0,4,0,2,1.8,48,0,2,0,0.6666667,0,0,13,1,0.5,1
3,2,0,4,5,3,1,3,0,2,20,0,0,0.7777778,0.46666667,1,2,5.6666665,1,0.6666667,0
7,6,0,7,26,7,3,7,0,0.6111111,118,1,1,0.9921875,0.2857143,0,0,15.428572,3,1.1428572,0
1,1,0,2,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,4,5,1,1,4,1,0.6666667,33,1,2,0,0.5833333,0,0,9,1,0.6666667,0
3,1,0,2,8,1,1,2,1,0.5,58,1,1,0,0.5833333,0,0,17.333334,4,1.6666666,0
3,5,0,4,37,1,2,3,2,0.5,138,1,0,0.99671054,0.5,0,0,44.666668,2,1,0
13,1,0,3,30,34,1,3,8,0.8055556,283,1,2,0,0.33653846,0,0,20.538462,5,2.5384614,0
4,1,0,2,11,4,1,2,3,0.6666667,58,1,0,0,0.33333334,0,0,13.25,4,2,0
1,1,0,2,2,0,1,1,0,2,16,0,1,0,1,0,0,12,0,0,0
87,2,0,8,100,3741,0,8,84,2,711,0,0,0.104166664,0.054675367,1,2,7.172414,3,1.0229886,0
4,1,0,2,5,0,1,1,3,0,59,1,0,0,0.6666667,0,0,13.25,3,1.75,0
5,2,0,6,14,8,4,2,5,2,105,0,0,0.7777778,0.55,0,0,20,2,0.8,0
3,1,0,6,14,3,1,6,1,2,76,0,0,0,0.5555556,0,0,24.333334,9,4,0
2,2,9,11,4,1,9,2,2,2,11,0,0,0.8333333,0.75,0,0,4.5,1,0.5,0
3,7,0,5,33,3,2,4,3,2,162,0,0,0.9969466,0.5555556,0,0,53,1,0.6666667,1
3,1,0,1,11,1,1,1,1,0.5,35,1,1,0,0.8333333,0,0,10.333333,2,1,0
2,1,0,2,8,0,2,1,1,1,36,0,1,0,0.75,0,0,15,1,0.5,0
5,7,0,5,52,2,1,4,4,0.64285713,380,1,0,0.99391174,0.4,0,0,73.6,6,2.6,0
1,1,0,10,2,0,9,1,1,2,12,0,0,0,1,0,0,9,0,0,0
28,1,0,45,60,378,43,2,24,2,950,0,0,0,0.18367347,0,0,32.92857,14,3.7142856,4
2,1,0,1,12,0,1,1,1,0,96,1,1,0,0.6666667,0,0,46.5,6,3,0
5,1,0,1,24,10,1,0,5,2,206,0,0,0,0.3,0,0,40.2,6,3,0
3,6,0,4,24,1,1,3,3,0.5,321,1,1,0.99698794,1,2,4,102,3,1.6666666,0
3,2,0,11,10,3,4,7,2,2,79,0,0,0.9,0.53333336,1,1,25.333334,1,0.6666667,0
3,1,0,2,6,1,1,2,1,0.5,18,1,1,0,0.6666667,0,0,4.6666665,1,0.6666667,0
1,3,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,0
8,2,0,5,20,0,2,3,6,0.2857143,174,1,0,0.6956522,0.40625,1,2,20.625,2,1.375,0
2,1,0,1,6,0,1,1,1,0,19,1,1,0,0.6666667,0,0,8,2,1,0
30,4,0,10,73,337,7,7,25,0.92720306,628,1,3,0.95703703,0.12777779,3,18,19.333334,20,1.9,8
8,2,0,18,37,28,1,17,1,2,271,0,0,0.72,0.36363637,1,1,32.875,1,0.875,0
4,5,0,5,32,0,1,4,2,0.57575756,313,0.90909094,0,0.9956012,0.375,0,0,74.5,11,4,4
6,1,0,1,6,15,1,0,6,2,6,0,0,0,0.75,0,0,0,1,1,0
2,2,0,10,9,1,1,9,1,1,36,0,0,0.94736844,0.625,1,1,16,1,0.5,0
2,1,0,6,17,0,1,6,1,0,61,1,1,0,0.6666667,0,0,29,3,1.5,0
2,2,0,10,9,1,1,9,2,2,106,0,0,0.94736844,0.625,2,2,52,1,0.5,0
2,1,0,3,5,1,2,1,2,2,13,0,0,0,0.75,0,0,5.5,1,0.5,0
13,6,0,13,65,46,7,9,1,0.78571427,438,1,0,0.98219585,0.33333334,2,4,32.153847,9,2.2307692,1
3,2,0,2,11,3,1,2,2,1.5,121,0,0,0.8181818,0.5833333,0,0,39,3,1.3333334,0
2,1,0,6,26,0,1,6,1,0,187,1,1,0,0.6666667,0,0,92,11,5.5,0
3,1,0,1,6,1,1,1,1,0.5,25,1,1,0,0.6666667,0,0,6.6666665,1,0.6666667,0
2,2,0,9,18,0,3,7,1,0,100,1,1,0.983871,0.75,0,0,48.5,1,0.5,0
6,1,0,6,8,15,3,3,6,2,24,0,0,0,0.5555556,0,0,3,2,1,0
3,2,0,4,8,0,1,3,0,0.5,77,1,0,0.7777778,0.44444445,1,2,24,5,2,0
3,2,0,11,13,3,1,10,1,1,101,0,0,0.9,0.44444445,1,1,32.333332,6,2.3333333,0
21,2,0,12,94,198,5,9,19,0.94,981,0.6,0,0.525,0.375,2,4,45.47619,16,3.1904762,6
50,1,0,5,66,3,1,4,6,0.7517007,6259,0.16666667,1,0,0.5,0,0,123.7,163,8.68,0
14,1,0,9,45,61,3,6,11,0.7692308,425,1,1,0,0.2948718,0,0,29.142857,8,2.4285715,0
21,6,0,7,71,170,4,6,5,0.9,508,1,2,0.97019374,0.16931216,1,1,22.714285,8,1.8571428,1
2,1,0,2,12,0,1,2,1,0,45,1,1,0,0.6666667,0,0,21,3,1.5,0
2,1,0,6,5,0,5,1,1,0.75,33,0,0,0,0.6666667,0,0,13.5,1,0.5,0
2,1,0,2,13,0,1,2,1,0,82,1,1,0,0.6666667,0,0,39.5,5,2.5,0
5,2,0,7,20,4,1,6,2,0.5,153,0,0,0.8181818,0.36666667,0,0,29.4,10,4,0
2,2,0,4,13,0,1,4,1,0,53,1,1,0.8888889,0.6666667,0,0,25,4,2,0
45,4,0,15,122,462,8,8,39,0.8995215,1143,1,3,0.9362319,0.13675214,3,18,23.977777,12,2.088889,16
2,1,0,4,14,0,1,4,1,0,63,1,1,0,0.6666667,0,0,30,5,2.5,0
13,1,0,11,61,44,4,10,6,0.8333333,488,1,0,0,0.18055555,0,0,36.153847,6,2.5384614,1
2,1,0,1,13,0,1,1,1,0,72,1,1,0,0.6666667,0,0,34.5,5,2.5,0
3,6,0,4,28,1,2,3,1,0.5,196,1,1,0.9974811,0.5555556,3,4,63.666668,20,7,0
2,2,0,3,11,0,1,3,1,0,43,1,1,0.8888889,0.6666667,0,0,20,3,1.5,0
1,1,0,1,12,0,1,0,0,2,146,0,0,0,1,0,0,142,0,0,0
3,2,0,4,8,0,1,3,0,0.75,151,0.5,0,0.7777778,0.44444445,1,2,48,18,7.3333335,0
2,1,0,5,5,0,4,1,1,0.5,25,0,0,0,0.75,0,0,10.5,1,0.5,0
5,2,0,14,27,10,2,12,1,1.0714285,182,0,0,0.8181818,0.72,0,0,34,1,0.8,0
5,6,0,5,33,2,2,3,3,0.45833334,191,1,1,0.9962406,0.4375,2,11,36,8,2.6,2
2,1,0,2,8,0,1,2,1,0,29,1,1,0,0.6666667,0,0,13,2,1,0
25,1,0,10,37,290,7,3,22,0.8888889,161,1,1,0,0.1574074,0,0,5.2,3,1.16,0
3,2,0,1,9,0,1,1,2,0,98,1,1,0.6666667,0.6666667,1,1,31.333334,4,2.6666667,0
2,2,0,7,16,0,1,7,1,0,65,1,1,0.8888889,0.6666667,0,0,31,6,3,0
1,3,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,0
10,5,15,17,27,29,15,2,5,0.8055556,258,1,0,0.98640484,0.5,0,0,24.4,2,1.1,1
4,2,0,3,9,0,1,3,2,0.6666667,34,1,2,0.72727275,0.5625,0,0,7,1,0.75,0
11,2,0,7,30,25,3,6,9,0.8333333,198,1,0,0.61538464,0.38636363,1,2,16.727272,4,1.8181819,0
5,5,0,14,45,6,4,11,1,0.8333333,458,1,3,0.99443674,0.32,0,0,90,3,1.4,0
2,1,0,6,4,0,6,0,2,0.75,32,0,0,0,0.6666667,0,0,13,3,1.5,0
5,6,0,4,39,2,1,3,2,0.5,181,1,0,0.9962406,0.4,2,11,34.2,3,1.6,0
7,2,0,4,21,0,1,3,0,0.5416667,300,1,1,0.53846157,0.33333334,1,3,41.285713,16,4.714286,0
2,1,0,1,4,0,1,1,1,0,13,1,1,0,0.6666667,0,0,5,1,0.5,0
2,8,0,11,23,1,3,11,2,2,100,0,0,0.99883586,0.75,1,2,49,7,3.5,1
11,4,0,18,26,13,14,5,11,0.1,171,0,0,0.7647059,0.54545456,2,2,14.454545,2,0.90909094,0
2,1,0,2,12,0,1,2,1,0,46,1,1,0,0.6666667,0,0,21.5,3,1.5,0
3,1,0,3,14,0,1,3,2,0,66,1,1,0,0.6666667,0,0,20.666666,3,1.6666666,0
9,1,0,5,20,0,3,2,9,0.5,111,1,0,0,0.25925925,0,0,11.111111,3,1.5555556,0
3,1,0,1,5,1,1,1,1,0.5,19,1,1,0,0.6666667,0,0,5,1,0.6666667,0
2,6,0,4,13,0,2,4,0,1,47,0.5,1,0.9986894,0.5,0,0,21.5,1,0.5,0
10,7,0,7,56,21,2,6,4,0.8333333,384,1,0,0.98640484,0.3,0,0,36.6,5,1.3,0
8,1,0,5,15,0,4,2,6,0.42857143,139,1,1,0,0.39583334,0,0,16,5,1.375,0
2,2,0,10,6,1,5,5,1,2,30,0,0,0.94736844,0.625,0,0,14,1,0.5,0
10,1,0,10,47,17,8,3,8,0.62222224,299,1,0,0,0.35,0,0,28.4,10,2.8,0
2,1,0,2,5,0,1,2,1,0,14,1,1,0,0.6666667,0,0,5.5,1,0.5,0
2,2,0,3,5,0,1,2,1,0,18,1,1,0.983871,0.75,0,0,7.5,1,0.5,0
2,1,0,6,2,1,5,1,2,2,2,0,0,0,0.6666667,0,0,0,1,1,0
3,4,0,2,6,3,2,1,2,1,16,1,1,0.96,0.6666667,1,4,4,1,0.6666667,0
3,1,0,3,8,1,1,3,1,0.6666667,42,1,2,0,0.6666667,0,0,12,2,1,0
2,1,0,4,7,0,1,3,1,0,48,1,1,0,0.6666667,0,0,22.5,4,2,0
8,1,0,15,31,0,8,9,3,0.76623374,356,0,1,0,0.375,0,0,42.125,1,0.375,0
8,1,0,15,29,10,8,10,5,0.5,198,0,2,0,0.25,0,0,23.25,5,2.25,0
1,1,0,12,1,0,12,0,0,2,617,0,0,0,0,0,0,496,0,0,0
1,1,0,1,2,0,1,0,0,2,6,0,0,0,1,0,0,3,0,0,0
4,2,0,1,7,4,1,1,2,0.33333334,46,1,0,0.625,0.5625,1,1,10,1,0.75,0
14,7,0,24,106,69,3,24,8,0.86923075,708,1,2,0.9804805,0.17460318,0,0,48.857143,9,2.2142856,2
11,6,0,11,64,27,6,9,1,0.775,595,1,0,0.9848714,0.36363637,0,0,52.363636,12,1.9090909,3
2,2,0,9,6,1,3,6,1,1,54,0,0,0.94736844,0.6666667,1,2,24.5,1,0.5,0
10,1,2,11,13,39,10,3,8,0.7777778,33,1,1,0,0.25,0,0,2.2,1,0.9,1
2,1,0,1,5,0,1,1,1,0,17,1,1,0,0.75,0,0,7,1,0.5,0
2,1,0,4,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,0
1,3,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,0
3,1,0,3,7,1,1,3,1,0.5,28,1,2,0,0.6666667,0,0,7.6666665,1,0.6666667,0
5,2,0,5,28,2,1,4,4,0.5625,199,1,0,0.9354839,0.46666667,1,7,38,8,2.2,1
2,1,0,3,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,0
4,2,0,4,9,0,1,3,0,0.44444445,80,1,0,0.7,0.35714287,1,2,18.25,5,1.75,0
2,1,0,6,6,1,5,1,2,2,13,0,0,0,0.75,0,0,5.5,1,0.5,0
5,2,0,2,16,2,1,2,4,0.75,97,1,1,0.7647059,0.37142858,1,3,17.2,4,1.8,0
3,2,0,7,18,0,2,7,1,0,78,1,1,0.8,0.41666666,0,0,24.666666,6,2.3333333,0
2,1,0,4,11,0,1,4,1,0,32,1,1,0,0.6666667,0,0,14.5,2,1,0
7,7,0,5,38,9,2,4,4,0.6111111,210,1,1,0.9938119,0.3,3,13,28.142857,8,2.142857,2
5,5,0,4,26,0,3,1,5,0.25,339,1,0,0.99391174,0.6,0,0,66.4,12,4.2,0
11,1,2,14,30,15,9,8,7,0.56666666,182,0,3,0,0.23636363,0,0,15.272727,3,1.0909091,0
3,1,0,1,6,1,1,1,1,0.5,25,1,1,0,0.6666667,0,0,6.6666665,1,0.6666667,0
8,2,0,6,19,0,2,4,6,0.2857143,157,1,0,0.6956522,0.40625,1,2,18.5,2,1.375,0
14,1,6,8,16,91,6,2,14,2,38,0,0,0,0.41428572,0,0,1.7142857,1,0.9285714,0
2,1,0,2,9,1,1,1,2,2,78,0,0,0,0.75,0,0,38,8,4,0
2,1,0,6,26,0,1,6,1,0,119,1,1,0,0.6666667,0,0,58,10,5,0
13,6,0,14,75,44,4,13,1,0.8148148,517,1,0,0.98219585,0.5,3,5,38.076923,12,2.3076923,1
8,6,0,5,31,20,2,4,1,0.7619048,123,0.6666667,1,0.99101794,0.5,4,12,14,2,0.875,2
3,2,0,9,7,1,3,6,1,1,30,0,0,0.94736844,0.6666667,1,2,8,1,0.33333334,0
2,6,0,2,6,1,1,1,1,2,26,0,0,0.99856734,0.6,1,1,12,1,0.5,0
1,4,0,1,2,0,1,0,1,2,5,0,0,1,1,0,0,4,0,0,0
2,3,0,7,4,1,7,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,0
4,2,0,12,21,6,1,11,1,1,279,0,0,0.85714287,0.45,1,1,68.5,4,2.25,0
1,3,0,4,2,0,4,0,1,2,5,0,0,1,1,0,0,4,0,0,0
6,2,0,5,28,3,1,5,4,0.7714286,230,1,0,0.7222222,0.7222222,1,3,36.166668,7,3,1
5,3,0,5,13,4,2,4,4,0.875,50,0.25,0,0.6666667,0.5,1,1,8.2,1,0.6,0
4,1,0,11,25,0,2,9,3,0.6111111,145,0.8333333,3,0,0.5833333,0,0,33.75,3,1,4
6,2,0,1,23,1,0,1,2,0.6,141,1,0,0.6875,0.47619048,1,2,22.166666,3,1.3333334,0
2,1,0,1,3,0,1,0,2,0,33,1,0,0,0.8333333,0,0,14.5,1,0.5,0
5,1,0,9,5,10,7,2,5,2,5,0,0,0,0.6,0,0,0,1,1,0
1,3,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,0
19,2,0,11,75,123,1,11,8,0.8888889,1106,1,5,0.41935483,0.23391813,1,1,55.894737,33,5.5789475,2
2,1,0,14,46,0,1,14,1,0,421,1,1,0,0.6666667,0,0,209,29,14.5,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.6666667,0,0,0,1,1,2
2,1,0,1,14,0,1,1,1,0,49,1,1,0,0.6666667,0,0,23,4,2,0
2,5,0,4,23,0,1,4,2,0.6,124,1,1,0.99852943,0.5833333,0,0,58.5,6,3,0
1,1,0,6,2,0,6,0,0,2,21,0,1,0,1,0,0,15,0,0,0
3,5,0,5,14,3,1,4,3,2,55,0,0,0.9969466,1,0,0,17.333334,1,0.6666667,0
2,1,0,3,11,0,1,3,1,0,40,1,1,0,0.6666667,0,0,18.5,3,1.5,0
10,7,0,15,74,17,4,15,5,0.8148148,477,1,1,0.98640484,0.25,4,7,46.1,9,2.3,4
2,1,0,2,17,0,1,2,1,0,52,1,1,0,0.6666667,0,0,24.5,2,1,0
2,6,0,1,5,1,1,1,1,1,24,1,1,0.99861497,0.5833333,1,1,10.5,1,0.5,0
13,5,0,17,53,54,8,12,9,0.875,303,0.8333333,1,0.9819549,0.26153848,3,12,21.846153,10,1.6923077,2
1,1,0,3,2,0,1,2,0,2,16,0,2,0,1,0,0,12,0,0,0
2,6,0,1,5,1,1,1,1,1,32,1,1,0.99861497,0.5833333,1,1,14.5,2,1,0
1,1,0,3,7,0,3,2,0,2,45,0,0,0,1,0,0,38,0,0,0
7,1,0,7,49,15,1,6,2,0.7777778,279,0.6666667,0,0,0.3469388,0,0,38.42857,3,1.5714285,0
3,2,0,6,9,0,4,2,3,0,34,1,0,0.71428573,0.6666667,1,1,10,1,0.6666667,0
4,5,0,6,16,0,4,5,2,0.5,62,1,1,0.99585634,0.41666666,0,0,14,2,1,0
2,2,0,3,6,0,1,3,1,0,15,1,1,0.75,0.6666667,0,0,6,1,0.5,0
2,2,0,1,4,0,1,1,1,0,13,1,1,0.8888889,0.6666667,0,0,5,1,0.5,0
2,1,0,3,5,1,1,3,1,1,19,1,1,0,0.6666667,0,0,8,1,0.5,0
2,6,0,2,6,1,1,2,1,1,32,1,1,0.99856734,0.5833333,1,1,14.5,2,1,0
6,2,0,14,40,3,3,14,2,0.72,252,1,3,0.5,0.30555555,1,1,40.166668,10,2.3333333,3
11,2,0,10,64,0,2,9,4,0.54,664,1,1,0.44444445,0.5681818,0,0,58.909092,9,3.5454545,0
2,2,0,1,10,0,1,1,1,0,38,1,1,0.6666667,0.6666667,0,0,17.5,2,1,0
11,1,0,1,21,41,1,1,10,0.56666666,402,0.16666667,1,0,0.36363637,0,0,35,10,2.6363637,0
4,1,0,2,7,0,1,1,3,0,59,1,0,0,0.6666667,0,0,13.25,3,1.75,0
4,1,0,3,12,6,1,2,4,0.6666667,37,1,1,0,0.5,0,0,8,2,1,0
6,1,0,8,10,0,7,2,3,0.65,57,1,1,0,0.41666666,0,0,7.8333335,2,1,2
2,1,0,3,5,1,1,3,1,1,19,1,1,0,0.6666667,0,0,8,1,0.5,0
2,3,0,3,11,0,1,3,1,0,54,1,1,0.974359,0.6666667,0,0,25.5,5,2.5,0
18,1,0,12,96,47,4,10,9,0.77310926,730,1,0,0,0.104575165,0,0,39.166668,16,2.7222223,0
5,1,0,5,5,10,4,1,5,2,5,0,0,0,1,0,0,0,1,1,0
3,2,0,4,9,1,1,4,2,0.5,32,1,1,0.9411765,0.5555556,1,1,9.333333,2,1,0
3,2,0,4,9,1,1,3,0,0.5,106,1,0,0.7777778,0.44444445,1,2,34,11,4,0
3,1,0,1,7,1,1,1,1,0.5,25,1,1,0,0.8333333,0,0,7,1,0.6666667,0
3,1,0,2,7,1,1,2,1,0.5,45,1,0,0,0.5,0,0,13,3,1.3333334,0
6,3,0,3,19,3,2,1,5,0.44,387,0.4,1,0.85,0.33333334,1,1,62.666668,14,4.3333335,0
3,1,0,6,14,0,1,6,2,0,98,1,1,0,0.6666667,0,0,31.333334,6,3.3333333,0
5,2,0,4,18,8,1,4,2,0.75,106,0,0,0.71428573,0.33333334,1,2,20,3,1.2,0
9,1,0,4,18,0,4,1,8,1.0159575,361,0.10638298,16,0,0.40625,0,0,33.88889,2,1,0
5,3,0,5,6,2,5,0,5,0.75,36,1,0,0.8095238,0.46666667,1,1,5.4,1,0.8,0
6,1,3,4,12,15,3,1,6,2,49,0,0,0,0.41666666,0,0,7.1666665,2,1.5,0
3,2,0,2,10,0,1,2,2,0.5,43,0.5,1,0.8333333,0.6666667,0,0,12.666667,3,1.3333334,0
6,6,0,7,35,5,3,6,1,0.8333333,229,1,2,0.99237806,0.33333334,0,0,36.166668,1,0.8333333,0
30,7,0,22,137,315,7,20,4,0.8301405,1603,0.8888889,5,0.958884,0.23333333,2,2,51.533333,11,2.0333333,7
3,1,0,2,8,0,2,0,3,0,24,0,0,0,0.6666667,0,0,6.6666665,1,0.6666667,0
211,4,0,59,430,11469,40,39,169,0.88327795,7612,0.90697676,10,0.75555557,0.084391534,3,9,34.87204,25,3.0521326,45
6,1,0,3,11,9,1,3,5,0.6,113,1,3,0,0.33333334,0,0,16.333334,5,1.5,0
6,7,0,6,18,13,3,4,3,0.8,55,1,0,0.99240124,0.25,0,0,8,1,0.8333333,2
3,1,0,4,10,0,2,2,1,1,42,0,0,0,0.5,0,0,12,3,1.3333334,0
51,1,1,44,135,1139,34,18,35,0.9490909,1644,0.8181818,4,0,0.11176471,0,0,30.80392,6,1.5882353,0
5,3,0,4,18,8,0,4,5,0.375,173,1,2,0.8181818,0.36666667,2,3,32.4,7,2.6,0
399,1,0,47,487,0,1,47,82,0.71839195,23350,0.8,8,0,0.1833751,0,0,57.458645,46,5.5438595,0
5,2,0,2,12,4,1,2,2,0,84,1,1,0.33333334,0.5,0,0,15.6,3,1.6,0
2,2,0,4,3,1,3,1,1,1,10,0,0,0.94736844,0.75,0,0,3.5,1,0.5,0
3,1,0,4,7,1,1,4,1,0.75,32,1,1,0,0.6666667,0,0,9,1,0.6666667,0
3,2,0,4,10,3,2,2,2,2,40,0,0,0.96,0.5833333,0,0,12.333333,2,1,0
16,2,1,13,47,48,8,10,14,0.7809524,443,1,2,0.16666667,0.24107143,0,0,26.25,14,2.625,6
6,8,0,10,24,15,1,10,4,2,144,0,0,0.99420625,0.33333334,1,7,23,5,2.1666667,0
1,1,0,1,2,0,1,1,1,2,20,0.25,2,0,1,0,0,15,0,0,0
6,1,0,16,29,11,7,9,1,0.94285715,183,0,0,0,0.375,0,0,28.333334,6,3,0
5,1,0,9,20,0,4,6,1,0.25,244,0,1,0,0.45,0,0,46.8,18,6.2,0
2,2,0,2,11,0,1,2,1,0,54,1,1,0.8888889,0.6666667,0,0,25.5,3,1.5,0
6,2,0,6,50,9,3,5,3,0.8,305,1,0,0.92424244,0.30555555,0,0,49.166668,8,2,4
2,1,0,2,7,0,1,2,1,0,19,1,1,0,0.6666667,0,0,8,1,0.5,0
