@relation ivy.1.1
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
3,1,0,3,9,1,3,0,1,0.5,47,0.33333334,2,0,0.75,0,0,13.666667,3,1,0
14,4,0,4,30,55,0,4,14,0.8333333,170,1,0,0.7903226,0.35714287,2,4,10.714286,1,0.9285714,4
17,4,0,12,52,90,2,12,14,0.8125,288,1,0,0.75384617,0.47058824,1,1,15.588235,3,1.0588236,2
4,1,0,3,10,0,1,3,3,0,33,0,1,0,0.6666667,0,0,7,1,0.75,0
2,1,0,4,11,1,1,4,1,1,30,0,1,0,0.6666667,0,0,13.5,4,2,0
8,1,0,3,23,0,2,1,8,0.5714286,131,1,2,0,0.3,1,1,15,4,1.375,0
2,1,0,5,22,1,2,3,2,2,138,0,0,0,0.5,0,0,68,1,0.5,2
15,4,0,8,51,47,1,8,15,0.78571427,255,1,0,0.7777778,0.36666667,2,4,15.6,1,0.93333334,2
5,1,0,2,10,6,1,1,5,0.25,65,1,1,0,0.4,1,1,11.6,4,1.4,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,3,10,0,1,3,3,0,33,0,1,0,0.6666667,0,0,7,1,0.75,0
38,1,0,13,86,519,3,10,38,0.86679536,593,1,2,0,0.124060154,0,0,14.236842,3,1.2894737,7
10,1,0,6,26,15,1,5,10,0.6944444,125,1,2,0,0.3,1,1,11.1,2,1.1,3
7,4,0,7,26,0,0,7,7,0.6111111,138,1,0,0.8909091,0.35714287,0,0,18.285715,1,0.85714287,0
8,1,0,7,21,0,3,4,7,0.42857143,108,1,0,0,0.5625,0,0,11.875,2,1.25,1
23,3,1,15,68,127,1,14,8,0.6136364,472,1,0,0.6764706,0.18012422,1,8,19.434782,4,1.4782609,2
6,1,0,5,11,0,4,2,6,0.6,62,1,2,0,0.33333334,0,0,8.666667,1,0.8333333,0
6,1,3,6,7,7,3,3,6,0.7,28,1,1,0,0.44444445,0,0,3.3333333,1,0.8333333,0
3,1,0,5,3,3,5,0,3,2,3,0,0,0,0.6666667,0,0,0,1,1,1
23,1,0,7,52,171,2,5,20,0.83766234,420,1,2,0,0.25,0,0,16.956522,4,1.4347826,3
3,1,0,4,4,0,4,0,3,0.5,20,1,0,0,0.6666667,0,0,5,1,0.6666667,0
9,2,0,10,36,14,1,10,8,0.5625,159,1,1,0.45454547,0.37777779,0,0,16.444445,4,1.3333334,1
2,2,0,4,13,0,1,4,1,0.85714287,148,0.71428573,1,0.9444444,0.6,1,1,69.5,1,0.5,0
6,1,0,19,81,15,3,17,5,2,681,0,0,0,0.2857143,0,0,112.5,19,4.3333335,3
10,1,0,8,10,45,6,2,10,2,10,0,0,0,0.5,0,0,0,1,1,2
3,1,0,1,20,3,1,1,1,2,225,0,0,0,0.5555556,0,0,74,23,8,0
13,1,0,14,58,44,1,13,6,0.5925926,478,1,0,0,0.30769232,0,0,35.076923,5,1.9230769,4
17,1,4,16,31,120,4,12,16,0.7916667,146,1,1,0,0.18382353,0,0,7.4117646,2,1.117647,3
2,2,0,3,4,1,1,2,2,2,10,0,0,0.8333333,0.6666667,0,0,4,1,0.5,0
5,1,0,3,17,6,3,0,4,0.95,136,0.8,0,0,0.375,0,0,25.2,2,1,1
17,1,2,7,34,72,3,4,9,0.6041667,217,1,1,0,0.20261438,0,0,11.588235,3,1.0588236,0
6,1,0,2,11,0,1,1,6,0,32,1,0,0,0.5833333,0,0,4.1666665,1,0.8333333,0
15,1,0,33,32,13,31,2,13,0.875,211,0.375,1,0,0.16071428,0,0,12.533334,2,1.4666667,4
4,1,2,4,25,6,2,2,4,2,126,0,0,0,0.625,1,1,30.5,8,2.75,0
10,1,0,10,31,0,6,5,10,0.5555556,182,1,1,0,0.26666668,0,0,17,3,1.5,2
12,1,0,20,12,66,16,9,12,2,12,0,0,0,0.2,0,0,0,1,1,1
6,1,0,6,37,13,2,4,5,0.2,172,1,0,0,0.6666667,0,0,27.5,1,0.6666667,2
2,1,0,7,21,1,4,4,2,2,88,0,0,0,0.625,0,0,43,1,0.5,1
5,1,0,12,21,0,9,3,5,0,75,1,0,0,0.4,0,0,13.8,2,1,0
8,1,0,11,60,28,2,9,7,2,1007,0,0,0,0.33333334,0,0,124.875,11,5.125,0
15,4,0,9,44,63,0,9,15,0.8333333,230,1,0,0.7777778,0.36666667,2,4,13.933333,1,0.93333334,4
25,4,0,14,65,234,2,13,20,0.90416664,402,1,0,0.6712329,0.37,1,2,14.68,1,0.96,4
4,1,0,2,8,4,0,2,4,0.6666667,24,1,1,0,0.5,0,0,4.75,1,0.75,0
6,1,3,6,7,7,3,3,6,0.7,28,1,1,0,0.44444445,0,0,3.3333333,1,0.8333333,0
6,1,0,8,6,15,7,2,6,2,6,0,0,0,1,0,0,0,1,1,1
6,1,0,6,39,13,3,3,4,0.6,193,0,0,0,0.35,0,0,31,1,0.6666667,7
6,1,0,27,13,0,27,0,6,0.2,87,1,0,0,0.44444445,1,1,13.166667,4,1.3333334,2
1,1,0,4,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
9,1,0,4,19,20,1,3,9,0.1875,82,1,1,0,0.31746033,0,0,7.888889,2,1,1
8,2,0,7,15,0,4,3,8,0.5714286,83,0,1,0.3,0.34375,1,4,9.125,1,0.875,2
20,1,0,14,60,48,6,10,20,0.81578946,515,1,2,0,0.16666667,0,0,24.35,4,1.8,0
3,1,0,9,4,1,9,0,1,0.75,32,0.25,3,0,0.75,0,0,8.333333,1,0.33333334,0
16,1,0,2,35,80,1,1,13,0.8833333,332,1,0,0,0.375,0,0,19.25,3,1.0625,0
34,4,0,13,88,433,0,13,32,0.9252525,531,1,0,0.597561,0.375,2,4,14.176471,1,0.9705882,5
3,2,0,4,19,0,1,3,3,0,57,1,0,0.71428573,0.5,0,0,17.666666,2,1,0
13,1,0,2,59,0,1,1,11,0.6111111,682,1,0,0,0.4375,0,0,51.23077,16,2.9230769,0
10,1,0,7,17,27,3,4,10,0.75,69,1,2,0,0.28,1,1,5.5,2,1,1
9,1,0,6,14,24,5,1,9,0.65625,105,1,1,0,0.31111112,1,1,10.222222,2,0.8888889,1
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,4,0,4,16,1,1,4,1,1,59,0,1,0.98571426,0.75,2,2,28,1,0.5,0
19,1,0,6,25,135,4,2,12,0.9444444,167,0.5625,2,0,0.25657895,0,0,6.9473686,4,1,0
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,1
3,1,0,2,4,1,2,0,3,0.5,14,1,0,0,0.6666667,0,0,3.3333333,1,0.6666667,0
13,1,0,17,13,78,15,3,13,2,13,0,0,0,0.4871795,0,0,0,1,1,0
20,1,0,30,20,190,23,7,20,1.0526316,21,0,0,0,0.225,0,0,0,1,1,2
13,4,2,17,57,22,2,15,9,0.25,346,1,1,0.85,0.1923077,3,7,25.538462,6,1.6153846,6
21,2,0,21,114,122,3,19,9,0.9,1472,1,6,0.4722222,0.23888889,1,2,68.09524,8,1.7619047,13
2,2,0,3,6,1,1,2,2,2,48,0,0,0.8333333,0.6666667,0,0,23,6,3,0
5,1,0,1,22,8,0,1,5,0.5,97,1,0,0,0.4,0,0,18.2,1,0.6,0
5,1,0,18,52,10,0,18,2,2,489,0,0,0,0.25,0,0,96.8,1,0.8,4
2,1,0,9,2,1,9,0,2,2,2,0,0,0,1,0,0,0,1,1,0
5,1,0,5,9,0,1,4,3,0,28,1,1,0,0.53333336,0,0,4.4,1,0.6,0
67,1,0,30,173,1691,15,21,52,0.8818182,2020,1,6,0,0.122201495,1,1,28.850746,18,2.3880596,25
13,2,0,11,34,0,2,11,13,0.33333334,184,1,2,0.5714286,0.24038461,1,1,13,3,1.2307693,2
2,5,0,3,5,1,0,3,2,2,12,0,0,0.9876543,1,1,1,5,1,0.5,0
1,1,0,4,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,2,6,1,1,2,1,1,33,0,1,0,0.6666667,0,0,15,3,1.5,0
2,1,0,5,5,1,2,3,2,2,9,0,0,0,0.6666667,0,0,3.5,1,0.5,1
3,1,0,14,3,3,13,1,3,2,3,0,0,0,1,0,0,0,1,1,0
8,2,0,3,25,8,1,2,7,0.76785713,447,0.25,0,0.7083333,0.2777778,1,2,53.875,1,0.875,0
12,1,0,11,17,18,9,4,12,0.6818182,103,1,2,0,0.24166666,0,0,7.0833335,1,0.75,1
7,1,0,5,13,0,1,5,6,0.5833333,40,0,2,0,0.42857143,0,0,4.428571,1,0.85714287,0
7,1,0,28,7,21,26,2,7,2,7,0,0,0,1,0,0,0,1,1,0
17,4,0,15,78,84,0,15,15,0.8515625,408,1,0,0.75384617,0.25490198,1,1,22.529411,6,1.2352941,0
5,1,0,3,17,0,1,2,4,0.41666666,74,1,0,0,0.5,0,0,13.2,4,1.2,3
14,3,11,16,49,69,11,7,3,0.8076923,255,1,0,0.75510204,0.2857143,0,0,17.071428,4,1.9285715,6
2,1,0,1,10,1,1,0,2,2,34,0,0,0,0.5,0,0,16,4,2,0
82,1,0,72,318,3021,37,48,72,0.9438833,3982,0.95454544,4,0,0.08736942,0,0,47.292683,13,2.195122,36
4,1,0,5,13,4,1,5,3,0.8333333,38,0,2,0,0.5625,0,0,8,1,0.75,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.6666667,0,0,0,1,1,0
6,1,0,9,11,9,5,4,5,0.6,46,1,1,0,0.2,0,0,6.5,1,0.6666667,0
8,1,0,5,17,20,4,1,8,0.5,121,1,1,0,0.34375,1,1,13.625,6,1.5,0
9,1,0,13,13,12,11,2,9,0.75,47,1,2,0,0.33333334,0,0,3.8888888,1,0.8888889,1
2,1,0,8,2,1,7,1,2,2,2,0,0,0,0.6666667,0,0,0,1,1,0
3,2,0,4,10,1,1,3,2,0.5,57,1,0,0.8333333,0.6666667,0,0,17.666666,7,2.3333333,0
7,1,0,7,12,0,5,3,7,0.5,40,1,1,0,0.42857143,0,0,4.428571,1,0.85714287,0
