@relation log4j.1.1
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
4,1,0,3,20,6,0,3,2,0.6666667,69,0,0,0,0.33333334,0,0,16,2,1.25,0
5,1,0,7,31,10,0,7,2,0.875,145,0,0,0,0.3,0,0,27.6,3,1.4,3
3,2,0,1,15,1,0,1,2,0.8333333,105,0.33333334,0,0.8181818,0.5,0,0,33,1,0.6666667,0
10,1,0,7,49,13,1,6,6,0.6944444,386,0.5,0,0,0.35,0,0,37.2,11,2.9,2
4,4,0,3,10,0,1,2,4,0.5,41,0,0,0.875,0.5,2,2,8.75,1,0.75,0
2,2,0,5,9,0,1,4,1,0,34,0,0,0.75,0.625,1,1,15.5,2,1,0
1,1,0,2,2,0,1,1,0,2,12,0,1,0,1,0,0,9,0,0,0
13,2,0,5,38,44,0,5,11,0.8452381,284,0,0,0.6,0.3653846,2,3,20.307692,5,1.6923077,2
6,1,0,5,32,9,0,5,2,0.6666667,148,0,1,0,0.33333334,0,0,23.166666,2,1,0
50,1,2,46,90,637,38,12,43,0.8148688,778,0.5,5,0,0.14913657,0,0,14.28,6,2.08,9
16,2,0,5,41,74,0,5,13,0.9166667,853,0.375,0,0.36363637,0.24444444,1,1,51.8125,7,2,2
4,1,0,1,11,2,1,0,2,0.7777778,61,0,0,0,0.5,1,1,13.5,6,2,0
6,1,0,3,25,13,0,3,2,0.7,202,0,0,0,0.2777778,0,0,32.333332,2,1.3333334,0
5,2,0,2,17,0,1,1,2,0.60714287,120,0.2857143,0,0.93846154,0.46666667,1,1,21.6,3,1.4,0
4,4,0,3,8,0,1,2,4,0.33333334,38,1,0,0.875,0.4,2,2,8.25,1,0.75,0
15,1,0,20,63,103,17,6,12,0.91071427,757,0,0,0,0.15476191,0,0,48.933334,11,3,3
16,2,0,10,48,34,1,10,16,0.8833333,320,0,3,0.54545456,0.25,2,3,18.5,5,1.4375,5
23,1,0,23,65,125,15,10,20,0.8737374,530,0.11111111,3,0,0.18686868,0,0,21.652174,6,1.9130435,3
22,1,8,20,35,175,11,9,21,0.9047619,193,0.875,5,0,0.2012987,0,0,7.409091,4,1.3636364,4
7,1,0,2,21,17,0,2,2,0.6666667,90,0,1,0,0.2777778,0,0,11.571428,2,1,0
2,1,0,1,5,1,0,1,2,2,15,0,0,0,0.5,0,0,6.5,1,0.5,0
4,1,0,2,10,0,1,1,3,0.6666667,43,1,1,0,0.6666667,0,0,9,2,0.75,2
4,1,0,0,10,4,0,0,3,0.33333334,114,0,0,0,0.33333334,0,0,27.25,4,1.5,0
9,1,0,3,34,34,0,3,2,0.875,167,0,1,0,0.175,0,0,17.333334,3,1.4444444,0
3,1,0,9,10,0,8,1,1,0,49,0,0,0,1,0,0,14.333333,1,0.6666667,0
3,3,0,1,6,1,1,0,3,0.5,28,1,0,0.9444444,0.5555556,1,1,8,3,1,0
6,1,0,9,21,0,7,2,5,0.88,286,0.2,0,0,0.46666667,0,0,45,6,3,0
5,1,0,4,6,10,2,2,5,1.25,13,0,1,0,0.46666667,0,0,0.8,1,0.8,0
2,1,0,3,20,1,0,3,2,2,85,0,0,0,0.5,0,0,41.5,6,3,0
6,1,5,9,10,7,7,2,2,0.72,174,0,1,0,0.44,0,0,27.166666,6,1.8333334,0
4,4,0,3,12,6,2,1,4,2,99,0,0,0.95348835,0.35714287,1,3,23.75,3,1,0
4,3,2,6,12,0,5,1,4,0,57,1,1,0.85714287,0.5,2,2,13,2,1,0
1,1,0,7,1,0,7,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,2,12,4,0,2,2,0.8333333,38,0,1,0,0.33333334,0,0,8,1,0.5,0
15,1,0,42,48,77,35,8,9,0.89849627,304,0.42105263,4,0,0.19642857,0,0,18,4,1.4,4
5,2,0,2,18,8,1,1,5,0.75,88,0.5,0,0.7647059,0.45,1,2,15.8,1,0.8,0
4,4,0,3,15,4,2,1,4,0.33333334,80,0,0,0.95348835,0.35714287,1,3,18.75,2,0.75,0
3,2,2,5,7,1,2,3,1,0.5,53,0,0,0.6,0.5833333,1,1,16.333334,4,1.6666666,0
6,1,0,3,25,11,1,2,3,0.68,154,0.6,0,0,0.44,0,0,23.833334,8,2.3333333,1
12,1,0,21,12,66,17,4,12,2,12,0,0,0,0.2361111,0,0,0,1,1,0
2,3,0,4,3,1,1,4,0,1,14,1,1,0.8333333,0.6,1,1,5.5,1,0.5,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,1,0,1,14,8,0,1,2,0.875,45,0,1,0,0.33333334,0,0,7.6,1,0.6,0
7,1,0,2,13,0,1,1,7,0.33333334,246,0,1,0,0.52380955,0,0,33.42857,7,2.7142856,0
19,2,0,8,36,141,1,7,15,0.86419755,229,0.8888889,0,0.6,0.35555556,1,1,10.578947,4,0.94736844,1
